Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
                           2014 XG40   L5    4.869   5.455  14.01  20230913  341.46  104.1  250.9   29.1  0.057   5.162     5     MPO781919
                           2014 XH40   L5    4.398   6.052  14.84  20230913  313.06  239.6  129.7    1.4  0.158   5.225     4     MPO781919
                           2014 XC41   L5    5.140   5.367  14.14  20230913   27.73   26.7  291.7   30.4  0.022   5.254     8     MPO781919
                           2014 XG48   L5    4.946   5.382  14.05  20230913  332.10   72.7  285.8   28.4  0.042   5.164     4     MPO781920
                           2014 XG49   L5    4.586   5.763  14.74  20230913  302.24   36.1  347.4    9.5  0.114   5.175     4     E2023-OA1
                           2014 XN51   L5    4.931   5.704  14.63  20230913    6.92   72.8  247.2    6.4  0.073   5.317     8     MPO781920
                           2014 XR51   L5    4.979   5.442  14.24  20230913  207.18  250.8  239.2   29.4  0.044   5.210     5     MPO781920
                           2014 XL53   L5    4.889   5.502  14.14  20230913  319.26  246.8  111.5   32.1  0.059   5.196     7     MPO781920
                           2014 XT57   L5    4.815   5.627  14.61  20230913   25.86   53.3  255.7   28.2  0.078   5.221     3     E2023-R23
                           2014 XU57   L5    4.835   5.564  14.60  20230913   46.73   41.9  243.5   23.8  0.070   5.199     4     MPO781920
                           2014 YJ1    L5    4.823   5.616  13.85  20230913   42.24  336.8  307.3   18.0  0.076   5.220    13     MPO781920
                           2014 YE95   L5    4.814   5.647  14.77  20230913  319.13  332.1   61.8   14.0  0.080   5.231     6     MPO781923
                           2014 YF100  L5    4.974   5.414  14.29  20230913   48.31   12.7  271.7   28.2  0.042   5.194     4     MPO781924
                           2015 AY1    L5    4.989   5.588  14.52  20230913  306.18  197.7  181.6   19.5  0.057   5.288     9     MPO781924
                           2015 AD2    L5    4.988   5.341  14.58  20230913   29.39  150.2  160.8   19.3  0.034   5.164     8     MPO781924
                           2015 AM3    L5    4.871   5.517  13.90  20230913   76.27  156.1   96.8   25.4  0.062   5.194     9     MPO781924
                           2015 AT22   L5    4.884   5.659  14.59  20230913    2.43  232.1   94.8   29.3  0.074   5.271     4     MPO640570
                           2015 AA46   L5    4.586   5.810  14.54  20230913  328.56  205.5  149.4   19.1  0.118   5.198     6     MPO781926
                           2015 AH48   L5    5.119   5.530  14.38  20230913  323.80  211.5  150.8   20.3  0.039   5.325     8     MPO781926
                           2015 AP48   L5    4.623   5.694  14.56  20230913   30.00  178.7  125.6   28.1  0.104   5.159     6     MPO781926
                           2015 AS48   L5    4.874   5.392  14.80  20230913    2.65  197.2  139.8   28.3  0.050   5.133     6     MPO781926
                           2015 AD97   L5    4.701   5.702  14.78  20230913   23.57  150.1  173.3   24.4  0.096   5.202     7     MPO781927
                           2015 AP97   L5    4.977   5.573  14.47  20230913   50.00  166.4  121.1   32.9  0.056   5.275     4     E2023-O15
                           2015 AY211  L5    4.792   5.528  14.49  20230913  355.20  225.2  117.3   28.6  0.071   5.160     6     MPO781932
                           2015 AU218  L5    4.814   5.564  13.96  20230913  288.87  304.8  118.4   30.4  0.072   5.189     9     MPO781932
                           2015 AQ251  L5    4.687   5.800  14.62  20230913  325.31  243.4  119.3   19.8  0.106   5.244     6     MPO781933
                           2015 AQ258  L5    4.813   5.511  14.22  20230913   84.58  164.6   83.1   20.0  0.068   5.162     9     MPO781933
                           2015 AN259  L5    4.641   5.755  14.2   20230913  313.64  152.2  236.5   32.8  0.107   5.198     3     E2021-NB8
                           2015 AY259  L5    4.900   5.545  14.35  20230913  327.35  143.6  235.8   29.6  0.062   5.223     5     MPO781933
                           2015 AW281  L5    4.950   5.406  14.33  20230913  346.88  245.5  115.6   31.1  0.044   5.178     8     MPO781934
                           2015 AQ299  L5    5.124   5.378  14.48  20230913  349.13  224.6  115.4   29.7  0.024   5.251     5     MPO781935
                           2015 AR299  L5    5.011   5.610  14.52  20230913   54.80  141.4  143.1   26.4  0.056   5.310     6     MPO781935
                           2015 AT299  L5    4.799   5.619  14.36  20230913    4.91  166.3  166.2   24.9  0.079   5.209     7     MPO781935
                           2015 AU299  L5    4.791   5.644  14.46  20230913   34.49  167.7  129.5   26.3  0.082   5.217     6     MPO781935
                           2015 AF300  L5    4.806   5.533  14.58  20230913  337.07  160.6  205.4   25.6  0.070   5.170     7     MPO781935
                           2015 AY306  L5    4.793   5.587  14.73  20230913   49.89  181.6  117.9   32.8  0.077   5.190     5     E2023-Q34
                           2015 BD50   L5    5.199   5.436  14.62  20230913  342.39  241.3  120.1   18.9  0.022   5.318     6     MPO781938
                           2015 BT53   L5    4.829   5.562  14.62  20230913  333.92  254.1  120.4   21.9  0.071   5.195     7     MPO781938
                           2015 BY202  L5    4.698   5.736  13.20  20230913   31.29  197.8   92.7   24.2  0.100   5.217    11     MPO781943
                           2015 BK203  L5    4.661   5.786  13.92  20230913   12.20   61.7  262.0   26.1  0.108   5.223     6     MPO781943
                           2015 BM272  L5    5.123   5.279  14.69  20230913   28.78   32.5  267.9   19.1  0.015   5.201     4     MPO781945
                           2015 BL519  L4    4.893   5.433  14.89  20230913   14.76   58.1   12.7   13.3  0.052   5.163     5     MPO750185
                           2015 BM521  L4    4.962   5.453  14.56  20230913  164.37  137.7  170.4   14.1  0.047   5.207    10     E2021-W85
                           2015 BO521  L5    5.085   5.435  14.66  20230913  347.23  231.5  127.5    8.9  0.033   5.260     9     MPO781955
                           2015 BP521  L5    5.054   5.281  14.40  20230913  306.89  100.5  299.6   14.4  0.022   5.168     8     MPO781955
                           2015 BY583  L5    4.749   5.731  14.87  20230913  197.18   36.2   88.0    7.4  0.094   5.240     7     E2023-Q21
                           2015 BM607  L4    5.005   5.280  14.85  20230913   26.00  344.0   99.3   14.0  0.027   5.143     8     E2021-X69
                           2015 BM614  L4    4.875   5.577  14.41  20230913   35.13   55.9  346.7   27.9  0.067   5.226     5     MPO781961
                           2015 CR59   L4    4.708   5.507  14.31  20230913   66.89  348.7   30.8    8.0  0.078   5.107    10     MPO733246
                           2015 DO133  L4    4.707   5.652  14.17  20230913  359.07  356.2   81.7   19.5  0.091   5.179     7     MPO733252
                           2015 DG135  L4    5.129   5.429  14.11  20230913  135.90  189.2  126.5   16.9  0.028   5.279    10     MPO733252
                           2015 DB136  L4    4.918   5.430  14.16  20230913   28.91  319.2   89.5   17.1  0.049   5.174    11     MPO733252
                           2015 DO136  L4    5.103   5.191  14.44  20230913  338.67   15.3   94.5   17.9  0.009   5.147    10     MPO733252
                           2015 DY224  L4    4.975   5.579  14.73  20230913   20.43  353.6   91.7   29.8  0.057   5.277     4     E2021-XD3
                           2015 DS225  L4    4.990   5.454  14.42  20230913  206.62  245.4  356.1   15.1  0.044   5.222     8     MPO733256
                           2015 DU225  L4    4.925   5.447  14.12  20230913  301.79  120.3   13.6   32.1  0.050   5.186     8     MPO781974
                           2015 DW259  L4    5.042   5.302  14.86  20230913  285.85  224.5  289.0   17.6  0.025   5.172     6     MPO733258
                           2015 DU262  L4    4.745   5.614  15.02  20230913  218.75  156.2   74.4    5.2  0.084   5.179     5     MPO733258
                           2015 DP277  L4    4.707   5.683  14.50  20230913   99.70  166.7  183.5   19.5  0.094   5.195     8     MPO781978
                           2015 DK279  L4    5.006   5.573  14.21  20230913   91.34  236.9  113.2   17.1  0.054   5.290     9     MPO733259
                           2015 DQ280  L4    4.952   5.382  14.64  20230913  348.86  273.5  180.5   10.4  0.042   5.167     7     MPO733259
                           2015 DW281  L4    4.899   5.315  14.75  20230913   15.56  168.4  254.2    7.7  0.041   5.107     8     MPO724491
                           2015 DC283  L4    5.046   5.436  14.60  20230913  248.24   14.0  182.4   13.9  0.037   5.241     9     MPO733259
                           2015 DY287  L4    4.879   5.339  14.92  20230913  280.06  159.9    3.8   18.4  0.045   5.109     5     MPO660340
                           2015 DJ288  L4    5.050   5.266  14.81  20230913  267.85  189.8  349.3    6.4  0.021   5.158     6     MPO750185
                           2015 DS291  L4    4.924   5.329  14.95  20230913  250.07  152.3   50.6   17.2  0.039   5.127     6     MPO733259
                           2015 DF293  L4    5.064   5.324  14.56  20230913  287.64  278.2  231.5   17.9  0.025   5.194     9     MPO750185
                           2015 DX297  L4    4.885   5.402  14.93  20230913   15.75   63.1    4.7   34.9  0.050   5.143     3     E2021-V29
                           2015 DG299  L4    4.991   5.408  14.72  20230913  245.90  265.2  290.0    6.1  0.040   5.200     5     MPO733260
                           2015 DJ299  L4    4.883   5.420  14.84  20230913  352.67   18.7   73.3   19.2  0.052   5.151     3     MPO733260
                           2015 DK299  L4    4.879   5.273  15.06  20230913  348.88  349.5  102.0    5.6  0.039   5.076     7     MPO733260
                           2015 DN299  L4    4.901   5.640  14.45  20230913   98.74  265.0   79.6   15.1  0.070   5.270     9     MPO733260
                           2015 DO299  L4    4.992   5.435  14.70  20230913  356.02   37.1   39.8   28.4  0.042   5.214     6     MPO733260
                           2015 DR299  L4    5.102   5.365  14.75  20230913  281.33   23.3  156.3    6.4  0.025   5.233     8     MPO733260
                           2015 DJ303  L4    5.114   5.408  14.61  20230913  172.79  135.2  129.9   20.1  0.028   5.261     7     MPO724492
                           2015 DP311  L4    5.158   5.186  14.83  20230913   50.51  167.4  223.9    6.5  0.003   5.172     8     MPO725772
                           2015 DC314  L4    4.939   5.281  15.35  20230913   13.20   70.9    7.6   23.2  0.033   5.110     3     MPO734629
                           2015 EM60   L4    4.792   5.428  14.59  20230913  357.07  318.1  133.0   21.9  0.062   5.110     7     MPO733263
                           2015 ET60   L4    4.570   5.728  14.17  20230913   24.50  147.5  284.6   19.5  0.112   5.149     7     MPO733263
                           2015 EV60   L4    5.007   5.483  14.19  20230913  131.47   31.2  305.1   19.5  0.045   5.245     7     E2021-V83
                           2015 EG74   L4    4.862   5.406  14.26  20230913   28.72  312.7  103.5   22.7  0.053   5.134     9     MPO781984
                           2015 EL77   L4    3.592   6.595  15.2   20230913  239.87  219.8    6.4    5.9  0.295   5.093     3     MPO599714
                           2015 FV12   L4    4.954   5.422  14.89  20230913  349.13  309.8  145.0   16.3  0.045   5.188     6     MPO724496
                           2015 FW14   L4    4.875   5.523  14.53  20230913  310.10    3.8  128.3   19.7  0.062   5.199     8     MPO733264
                           2015 FY14   L4    4.777   5.548  14.51  20230913  350.35  302.7  152.4   28.2  0.075   5.163     6     MPO733264
                           2015 FU37   L4    5.144   5.248  14.58  20230913   94.84  191.5  178.2   43.1  0.010   5.196     7     MPO650171
                           2015 FB41   L4    5.121   5.483  14.37  20230913   52.36  309.3   99.7    0.8  0.034   5.302    12     MPO781986
                           2015 FE45   L4    4.600   5.841  14.42  20230913  346.21   71.8   40.4   24.9  0.119   5.221     7     MPO781986
                           2015 FG69   L4    4.441   5.952  14.46  20230913  278.68   46.0  130.3   20.5  0.145   5.197     7     MPO733267
                           2015 FX70   L4    5.133   5.433  14.33  20230913   21.09  339.3   88.8   24.4  0.028   5.283     8     MPO781988
                           2015 FO100  L4    4.888   5.405  14.81  20230913  319.94  218.9  265.3    6.2  0.050   5.146     8     MPO724499
